,X1,X1_1,Name,Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee_km,Apogee_km,Eccentricity,Inclination (degrees),Period (minutes),Launch,Dry,Power (watts),Date,Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,launch_date,launch_year,Launch Year
348,349,349,CubeSail USAT,Cubesail USAT,NR,USA,University of Illinois Urbana-Champaign,Civil,Navigation/Technology,NA,LEO,Polar,0,494,511,0.00124,85.04,94.7,3,NA,NA,12/16/18,NA,University of Illinois Urbana-Champaign,USA,Rocket Lab Launch Complex 1,Electron,2018-104K,43858,Consists of two 1.5-unit CubeSats; will separate once in orbit and unspool a 250-meter solar sail ribbon between the two. Test novel approaches to using solar sails for propulsion.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/18,2018,2018
349,350,350,"Cubesat XI-IV (Oscar 57, CO-57)",Cubesat XI-IV,Japan,Japan,"Department of Astronautics, University of Tokyo",Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,815,830,0.00104,98.7,101.3,NA,1,NA,6/30/03,NA,"Department of Astronautics, University of Tokyo",Japan,Plesetsk Cosmodrome,Dnepr,2003-031J,27848,On-orbit verification of the super small satellite (nano-satellite) bus system using commercial-off-the-shell components.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/30/03,2003,2003
350,351,351,CYGNSS FM01 (Cyclone Global Navigation Satellite System),CYGNSS-A,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,515,537,0.0016,34.96,95.16,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078D,41887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
351,352,352,CYGNSS FM02 (Cyclone Global Navigation Satellite System),CYGNSS-B,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,514,536,0.0016,34.97,95.13,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078C,41886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
352,353,353,CYGNSS FM03 (Cyclone Global Navigation Satellite System),CYGNSS-C,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,514,533,0.00138,34.96,95.1,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078H,41891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
353,354,354,CYGNSS FM04 (Cyclone Global Navigation Satellite System),CYNGSS-D,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,515,534,0.00138,34.95,95.13,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078B,41885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
354,355,355,CYGNSS FM05 (Cyclone Global Navigation Satellite System),CYGNSS-E,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,515,537,0.0016,34.96,95.15,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078A,41884,"8-satellite constellation to return measurements of winds at the cores of hurricanes to better understand the formation, growth and dissipation of tropical cyclones.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
355,356,356,CYGNSS FM06 (Cyclone Global Navigation Satellite System),CYGNSS-F,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,515,534,0.00138,34.96,95.12,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078F,41889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
356,357,357,CYGNSS FM07 (Cyclone Global Navigation Satellite System),CYGNSS-G,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,514,534,0.00145,34.96,95.12,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078G,41890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
357,358,358,CYGNSS FM08 (Cyclone Global Navigation Satellite System),CYGNSS-H,USA,USA,University of Michigan/NASA Earth Science Technology Office,Government,Earth Observation/Science,Radar Imaging/Earth Science,LEO,Non-Polar Inclined,0,515,537,0.0016,34.95,95.15,29,NA,NA,12/15/16,NA,Southwest Research Institute,USA,Orbital ATK L-1011,Pegasus,2016-078E,41888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/16,2016,2016
358,359,359,"Daichi-2 (Advanced Land Observing Satellite-2, ALOS 2 2)",Daichi-2,NR,Japan,Japan Aerospace Exploration Agency (JAXA),Government,Earth Observation/Science,Radar Imaging,LEO,Sun-Synchronous,0,630,635,0.000357,97.88,97.36,2120,NA,"5,200",5/24/14,7,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2014-029A,39766,Follow-on to ALOS-1 mission.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/24/14,2014,2014
359,360,360,DAMPE (Dark Matter Particle Explorer),DAMPE,NR,China,Chinese Academy of Sciences,Government,Space Observation/Science,NA,LEO,Sun-Synchronous,0,488,505,0.00124,97.3,94.54,1850,NA,NA,12/17/15,3,China Academy of Science,China,Jiuquan Satellite Launch Center,Long March 2D,2015-078A,41173,First dedicated astrophysics observatory put into space by China.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/17/15,2015,2015
360,361,361,"DAVE (Damping and Vibrations Experiment, CP7)",DAVE,USA,USA,California Polytechnic State University,Civil,Navigation/Technology,NA,LEO,Polar,0,447,466,0.00139,93.03,93.7,1,NA,NA,9/15/18,NA,California Polytechnic University,USA,Vandenberg AFB,Delta 2,2018-070C,43615,Acquire data to characterize unknown particle damper microgravity behavior.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/15/18,2018,2018
361,362,362,DaVinci,DaVinci,NR,USA,North Idaho STEM Charter Academy,Civil,Navigation/Technology,NA,LEO,Polar,0,489,511,0.0016,85.03,94.6,4,NA,NA,12/16/18,NA,North Idaho STEM Charter Academy,USA,Rocket Lab Launch Complex 1,Electron,2018-104J,43857,"Teach students about radio waves, aeronautical engineering, space propulsion, and geography by sending a communication signal to schools around the world.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/18,2018,2018
362,363,363,"DCBB (Kaituo-1B, CAS-3G)",DCBB,NR,China,China Amateur Satellite - CAMSAT,Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,514,536,0.0016,97.46,95.13,3,NA,NA,9/19/15,NA,Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049P,40912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/15,2015,2015
363,364,364,Deimos 1,Deimos 1,Spain,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,661,662,7.11E-05,98,98,90,NA,NA,7/29/09,5,Surrey Satellite Technology Ltd.,UK,Baikonur Cosmodrome,Dnepr,2009-041A,35681,Part of international Disaster Monitoring Constellation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/09,2009,2009
364,365,365,Deimos 2,Deimos 2,NR,Spain,Deimos Imaging/DMC International Imaging (DMCII),Government,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,597,619,0.00158,97.99,96.85,310,NA,450,6/19/14,10,Satrec Initiative,South Korea,Dombarovsky Air Base,Dnepr,2014-033D,40013,Part of international Disaster Monitoring Constellation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/19/14,2014,2014
365,366,366,Dekart (Descartes),Dekart,NR (12/20),Russia,Moscow State University,Civil,Space Observation/Science,NA,LEO,Sun-Synchronous,0,548,567,0.00137,97.7,95.8,5,NA,NA,9/28/20,NA,German Orbital Systems,Germany,Plesetsk Cosmodrome,Soyuz 2.1b,2020-068H,46493,Charged particle and gamma ray detectors to study space weather phenomena.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/20,2020,2020
366,367,367,Delfi-C3 (DO-64),Delfi-C3,NR,Netherlands,"Technical University, Delft",Civil,Navigation/Technology,NA,LEO,Sun-Synchronous,0,598,616,0.00129,97.8,96.8,7,NA,NA,4/28/08,NA,Technical University of Delft,Netherlands,Satish Dhawan Space Centre,PSLV C9,2008-021G,32789,Flight test thin film solar cells and an advanced transceiver.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/28/08,2008,2008
367,368,368,Delfini-1,Delfini-1,Denmark,Denmark,Aarhus University,Civil,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,402,408,0.000443,51.6,92.7,4,NA,NA,1/31/19,NA,"Departments of Physics and Astronomy, Engineering, and Geoscience.",Denmark,International Space Station,Nanorack Deployer,1998-067PW,44030,University's first satellite. Collaborative education effort between departments.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/31/19,2019,2019
368,369,369,Dellingr,Dellingr,NR,USA,NASA Goddard Space Flight Center,Government,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,401,404,0.000221,51.6,92.6,12,NA,NA,11/20/17,1,NASA Goddard Space Flight Center,USA,International Space Station,Nanorack Deployer,1998-067NJ,43021,Developed as a new state-of-the-art small satellite platform.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/20/17,2017,2017
369,370,370,DeMi (Deformable Mirror),DeMi,USA,USA,Massachusetts Institute of Technology,Civil,Navigation/Technology,NA,LEO,Non-Polar Inclined,0,415,418,0.000221,51.6,92.9,9,NA,NA,7/13/20,NA,Massachusetts Institute of Technology/Blue Canyon Technologies Inc.,USA,International Space Station,Nanorack Deployer,1998-067RP,45916,Development of a flexible mirror that can be used to correct defects caused by such as aberration and speckle in astronomical images,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/13/20,2020,2020
370,371,371,DHFR (DARPA High Frequency Receiver),DHFR,NR,USA,DARPA (Defense Advanced Research Projects Agency),Military,Navigation/Technology,NA,LEO,Equatorial,0,309,605,0.0217,24.5,93.7,8,NA,NA,8/26/17,NA,DARPA/University of Utah,USA,Cape Canaveral,Minotaur 4,2017-050B,42922,Hosts a high frequency receiver.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/26/17,2017,2017
371,372,372,Diamond Blue (3 Diamonds 1),Diamond Blue,United Kingdom,United Kingdom,"Sky and Space Global, UK",Commercial,Navigation/Technology,NA,LEO,Sun-Synchronous,0,496,511,0.00109,97.45,96.4,6,NA,NA,6/23/17,NA,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV,2017-036X,42786,Pathfinders for Sky and Space Global's 200 Satellite LEO constellation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/23/17,2017,2017
372,373,373,Diamond Green (3 Diamonds 2),Diamond Green,United Kingdom,United Kingdom,"Sky and Space Global, UK",Commercial,Navigation/Technology,NA,LEO,Sun-Synchronous,0,496,511,0.00109,97.45,96.4,6,NA,NA,6/23/17,NA,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV,2017-036W,42785,Pathfinders for Sky and Space Global's 200 Satellite LEO constellation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/23/17,2017,2017
373,374,374,Diamond Red (3 Diamonds 3),Diamond Red,United Kingdom,United Kingdom,"Sky and Space Global, UK",Commercial,Navigation/Technology,NA,LEO,Sun-Synchronous,0,496,511,0.00109,97.45,96.4,6,NA,NA,6/23/17,NA,GomSpace ApS,Denmark,Satish Dhawan Space Centre,PSLV,2017-036U,42783,Pathfinders for Sky and Space Global's 200 Satellite LEO constellation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/23/17,2017,2017
374,375,375,Dido-2,Dido-2,NR,Switzerland,SpacePharma,Commercial,Navigation/Technology,NA,LEO,Sun-Synchronous,0,496,508,0.000873,97.5,94.6,10,NA,NA,2/15/17,NA,Innovative Solutions in Space BV,Netherlands,Satish Dhawan Space Centre,PSLV XL,2017-008BE,42000,"To test a miniaturized end-to-end pharmaceutical laboratory in space, allowing microgravity conditions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/15/17,2017,2017
375,376,376,Dido-3,Dido-3,NR (12/20),Switzerland,SpacePharma,Commercial,Space Observation/Science,NA,LEO,Sun-Synchronous,0,534,536,0.000145,97.5,94.6,6,NA,NA,9/2/20,NA,Innovative Solutions in Space BV,Netherlands,Guiana Space Center,Vega,2020-061N,46284,A miniaturized laboratory with four experiments in space.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/2/20,2020,2020
376,377,377,DirecTV-10,DirecTV-10,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-102.74,35785,35788,3.56E-05,0.04,1436.1,5900,3700,"18,000",7/7/07,15,Boeing Space & Intelligence Systems,USA,Baikonur Cosmodrome,Proton M,2007-032A,31862,32 broad-beam Ka band; 55 spot-beam Ka-band transponders; will provide HDTV to CONUS.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/7/07,2007,2007
377,378,378,DirecTV-11,DirecTV-11,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-99.21,35786,35786,0,0.03,1436.1,5900,NA,NA,3/19/08,NA,Boeing Satellite Development Center,USA,Sea Launch Odyssey,Zenit 3SL,2008-013A,32729,High definition channels for North America.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/19/08,2008,2008
378,379,379,DirecTV-12,DirecTV-12,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-102.8,35785,35786,1.19E-05,0.09,1436.04,5900,NA,"8,700 (BOL)",12/29/09,15,Boeing Space Systems,USA,Baikonur Cosmodrome,Breeze M,2009-075A,36131,High-definition for North America.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/29/09,2009,2009
379,380,380,DirecTV-14,DirecTV-14,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-99,35930,35933,3.55E-05,0.02,1443.51,5900,NA,"20,000",12/6/14,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2014-078B,40333,20-kilowatt Ka- and reverse-band digital broadcast satellite (DBS) that will ultimately bring 4K UHD content to DirecTV’s US customers.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/6/14,2014,2014
380,381,381,DirecTV-15,DirecTV-15,NR,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-103,35685,35809,0.00147,0.1,1434.07,5500,2364,NA,5/27/15,15,Airbus Defense and Space,Germany/France,Guiana Space Center,Ariane 5 ECA,2015-026A,40663,"Expand national capacity for both HD and 4K Ultra HD channels, as well as provide critical backup for existing CONUS transponders.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/27/15,2015,2015
381,382,382,DirecTV-5 (Tempo 1),DirecTV-5,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-110.05,35773,35799,0.000308,0.07,1436.08,4300,3640,NA,5/7/02,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2002-023A,27426,Digital television to North American subscribers; 32 Ku-band; direct broadcasting.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/7/02,2002,2002
382,383,383,DirecTV-7S,DirecTV-7S,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-119.04,35774,35797,0.000273,0.01,1436.1,5483,3500,"13,000",5/4/04,15,Space Systems/Loral,USA,Sea Launch Odyssey,Zenit 3SL,2004-016A,28238,Direct-to-home TV; 54 transponders.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/4/04,2004,2004
383,384,384,DirecTV-8,DirecTV-8,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-100.81,35777,35796,0.000225,0.02,1436.1,3800,NA,"8,200",5/22/05,12,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M/Breeze M,2005-019A,28659,36 Ku- and Ka-band transponders.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/22/05,2005,2005
384,385,385,DirecTV-9S,DirecTV-9S,USA,USA,"DirecTV, Inc.",Commercial,Communication,NA,GEO,NA,-101.08,35774,35798,0.000285,0.03,1436.1,5500,2364,"13,900",10/13/06,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-043A,29494,"52 Ku-band and 2 Ka-band transponders; direct-to-home, voice, video and internet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/13/06,2006,2006
385,386,386,Diwata-1 (PHL-Microsat-1),Diwata-1,Philippines,Philippines,University of the Philippines,Government/Civil,Earth Observation/Science,Meteorology,LEO,Non-Polar Inclined,0,351,354,0.000223,51.6,91.5,50,NA,NA,4/27/16,NA,Philippine Scientific Earth Observation Microsatellite (PHL-Microsat) Program,Philippines,International Space Station,J-SSOD Deployer,1998-067HT,41463,Enable accurate forecasts and weather monitoring that is crucial in agriculture.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/27/16,2016,2016
386,387,387,Diwata-2B,Diwata-2B,NR,Japan,"Philippines’ Department of Science and Technology, University of the Philippines Diliman, and Japan’s Hokkaido University and Tohoku University",Civil,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,595,616,0.00151,97.8,96.8,56,NA,NA,10/29/18,1,PHL Microsat,Philippines,Tanegashima Space Center,H2A,2018-084H,43678,Optical imaging.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/18,2018,2018
387,388,388,DLR Tubsat,DLR Tubsat,NR,Germany,Deutsches Zentrum für Luft- und Raumfahrt,Government,Earth Observation/Science,NA,LEO,Sun-Synchronous,0,712,732,0.00141,98.6,99.2,45,NA,120,5/26/99,1,"Institute of Aeronautics and Astronautics, Technical University of Berlin",Germany,Satish Dhawan Space Centre,PSLV C2,1999-029B,25757,Transmits image of its own view; not currently used for scientific mission but operational.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/26/99,1999,1999
388,389,389,DMC 3-1 (Disaster Monitoring Constellation),DMC 3-1,United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,636,663,0.00192,98,97.71,447,NA,NA,7/10/15,10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032A,40715,"Being used commercially, but can provide data for disaster monitoring.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/10/15,2015,2015
389,390,390,DMC 3-2 (Disaster Monitoring Constellation),DMC 3-2,United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,636,663,0.00192,98,97.71,447,NA,NA,7/10/15,10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032B,40716,Second generation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/10/15,2015,2015
390,391,391,DMC 3-3 (Disaster Monitoring Constellation),DMC 3-3,United Kingdom,United Kingdom,Surrey Satellite Technology Ltd.,Commercial,Earth Observation/Science,Optical Imaging,LEO,Sun-Synchronous,0,636,661,0.00178,98,97.69,447,NA,NA,7/10/15,10,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2015-032C,40717,Second generation.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/10/15,2015,2015
391,392,392,"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA 131,USA,USA,DoD/NOAA,Military,Earth Observation/Science,Earth Science/Meterology,LEO,Sun-Synchronous,0,842,855,9.00E-04,98.9,101.9,1134,823,900,4/4/97,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,1997-012A,24753,Near-polar orbits; investigate Earth's environment.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/4/97,1997,1997
392,393,393,"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA 147,USA,USA,DoD/NOAA,Military,Earth Observation/Science,Earth Science/Meterology,LEO,Sun-Synchronous,0,837,851,0.00097,98.9,101.8,1152,823,900,12/12/99,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,1999-067A,25991,Near-polar orbits; investigate Earth's environment. Problem with SSM/1 sensor to track sea ice.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/99,1999,1999
393,394,394,"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA 172,USA,USA,DoD/NOAA,Military,Earth Observation/Science,Earth Science/Meterology,LEO,Sun-Synchronous,0,843,852,0.000623,98.9,101.87,1154,825,900,10/18/03,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Titan 2,2003-048A,28054,Near-polar orbits; investigate Earth's environment.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/18/03,2003,2003
394,395,395,"DMSP 5D-3 F17 (Defense Meteorological Satellites Program, USA 173)",USA 173,USA,USA,DoD/NOAA,Military,Earth Observation/Science,Earth Science/Meterology,LEO,Sun-Synchronous,0,842,855,9.00E-04,98.79,101.89,1154,825,900,11/4/06,5,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Delta 4,2006-050A,29522,Near-polar orbits; investigate Earth's environment.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/4/06,2006,2006
